번호,호텔명,소재지전화,도로명우편번호,도로명전체주소,객실수,Lat,Lng
2244,월출산장 호텔,061-472-0405,58434,전라남도 영암군 군서면 도갑사로 305,24,34.7545103,126.6610408
2245,월출산온천관광호텔,061-473-6311,58432,전라남도 영암군 군서면 마한로 331,60,34.8159253,126.656241
2246,영산각,061-462-1860,58447,전라남도 영암군 삼호읍 나불외도로 85-13 ((2층-4층)),44,34.7800934,126.4593468
2247,(주)라한호텔목포,061-463-2233,58462,전라남도 영암군 삼호읍 대불로 91 ((3-10층)),208,34.7333995,126.3873863
2248,삼호무인호텔,061-464-8885,58457,전라남도 영암군 삼호읍 대불주거5로 122,26,34.7536421,126.4530204
2249,빙그레 모텔,061-555-7000,59118,전라남도 완도군 완도읍 개포로62번길 46-1,28,34.3187712,126.7493426
2250,프라하 호텔,061-555-2235,59126,전라남도 완도군 완도읍 장보고대로 330-4,46,34.3118294,126.7645011
2251,파크힐,061-552-2364,59126,전라남도 완도군 완도읍 장보고대로 330-5,44,34.3118294,126.7645011
2252,은혜가족호텔,061-392-7200,57205,전라남도 장성군 북하면 백양로 1129-14,34,35.4272834,126.8772135
2253,(주)백양랜드 백양관광호텔,061-392-2114,57205,전라남도 장성군 북하면 백양로 941,67,35.4111688,126.8810527
2254,스파리조트 안단테 호텔,061-862-2100,59339,전라남도 장흥군 안양면 수문용곡로 270,26,34.6381187,127.0428175
2255,진송관광호텔,061-864-7775,59327,전라남도 장흥군 장흥읍 동교2길 1,41,34.6776544,126.9060932
2256,호텔안,061-860-2900,59327,전라남도 장흥군 장흥읍 동교2길 13-24,44,34.6786886,126.9068184
2257,쏠비치 호텔 진도,061-899-7102,58936,전라남도 진도군 의신면 송군길 30-40 호텔동(지하1층~지상8층)웰컴센터동 1층 일부(접객대로비),98,34.404127,126.326638
2258,호텔 팰리스,061-323-1200,57152,전라남도 함평군 함평읍 함평천우길 32,70,35.0627956,126.5240833
2259,우수영호텔,061-533-7222,59004,전라남도 해남군 문내면 우수영로 16-2,40,34.5960699,126.3116379
2260,해남땅끝호텔,061-530-8000,59065,전라남도 해남군 송지면 땅끝해안로 1954,90,34.3059103,126.5233969
2261,태산모텔,061-535-4090,59046,전라남도 해남군 해남읍 고산로 184-14 태산모텔,16,34.5484471,126.6056116
2262,부띠크호텔 인,061-533-1119,59038,전라남도 해남군 해남읍 교육청길 58,45,34.5677354,126.6070377
2263,해남호텔,061-537-1000,59035,전라남도 해남군 해남읍 남동길 5,42,34.5700875,126.5976169
2264,남도호텔,061-535-9595,59038,전라남도 해남군 해남읍 영빈로 53,50,34.5667446,126.6048672
2265,파인비치골프호텔,061-530-7700,59002,전라남도 해남군 화원면 시아로 224,42,34.6975595,126.2612057
2266,럭셔리무인텔,061-375-6400,58148,전라남도 화순군 도곡면 온천1길 100,32,35.0336358,126.9019789
2267,호텔타타미,061-375-5511,58148,전라남도 화순군 도곡면 온천1길 108,33,35.0344521,126.9014464
2268,드림무인텔2,061-374-1106,58148,전라남도 화순군 도곡면 온천1길 18-7,35,35.0281448,126.9063152
2269,신라무인텔,061-375-8777,58148,전라남도 화순군 도곡면 온천1길 18-9,35,35.0287175,126.9062495
2270,밀모텔,061-374-5754,58148,전라남도 화순군 도곡면 온천1길 28-18 (2층~6층),32,35.0292948,126.9062933
2271,애니텔3 모텔,061-375-7788,58148,전라남도 화순군 도곡면 온천1길 28-19,32,35.0295812,126.9058621
2272,드림무인텔1,061-373-8253,58148,전라남도 화순군 도곡면 온천1길 28-8,35,35.0283453,126.9058523
2273,헤라무인텔,061-374-9901,58148,전라남도 화순군 도곡면 온천1길 28-9 (외 1필지),41,35.0291828,126.9051639
2274,도곡원네스 스파&리조트,061-374-7600,58148,전라남도 화순군 도곡면 온천1길 45 (외 2필지(2-5층)),56,35.0289633,126.9029181
2275,아모르무인텔,061-375-2600,58148,전라남도 화순군 도곡면 온천1길 58 (외 1필지),38,35.0307887,126.9033288
2276,G7 무인텔,061-373-1500,58148,전라남도 화순군 도곡면 온천2길 64,35,35.0223714,126.9034204
2277,유한회사 바나힐,061-375-0072,58148,전라남도 화순군 도곡면 온천2길 68,30,35.0223313,126.9040696
2278,대화각여관,061-374-6318,58120,전라남도 화순군 화순읍 쌍충로 112,34,35.0617473,126.9809509
2279,크리스탈모텔,061-373-5611,58136,전라남도 화순군 화순읍 충의로 88,35,35.0553233,126.9874491
2280,화순스테이호텔,061-374-8844,58119,전라남도 화순군 화순읍 칠충로 136 1층일부~8층,37,35.057983,126.9798517
2281,동방호텔,063-563-7070,56448,전라북도 고창군 고창읍 중거리당산로 42 동방호텔,60,35.4246362,126.6945195
2282,파머스빌리지,063-561-3698,56407,전라북도 고창군 상하면 상하농원길 6-36,41,35.4471425,126.451696
2283,고창비치호텔,063-560-7766,56401,전라북도 고창군 심원면 애향갯벌로 70 고창컨트리클럽,39,35.515967,126.5023076
2284,선운산호텔,063-561-3377,56452,전라북도 고창군 아산면 중촌길 21,68,35.5036922,126.5849909
2285,동백호텔,063-562-1560,56452,전라북도 고창군 아산면 중촌길 26 동백모텔,49,35.5042497,126.5851734
2286,웰컴호텔,063-461-9901,54002,전라북도 군산시 가도2길 57 (오식도동),42,35.9472561,126.5676574
2287,엘리스 호텔,063-466-2277,54002,전라북도 군산시 가도안1길 19 (오식도동),50,35.945989,126.5588503
2288,베니키아아리울관광호텔,063-464-2005,54002,전라북도 군산시 가도안1길 45 (오식도동),45,35.94627,126.561616
2289,라마다군산호텔,063-443-8000,54147,전라북도 군산시 대학로 400 (나운동),137,35.9589136,126.6901553
2290,씨에이호텔,063-468-1000,54022,전라북도 군산시 대학로 64 3~7층 (명산동 외 2필지),36,35.9845936,126.7094502
2291,다올호텔,063-446-0264,54040,전라북도 군산시 동팔마길 50 (대명동),32,35.978436,126.7206119
2292,호텔 아이콘,063-443-8800,54077,전라북도 군산시 백릉안1길 15 (경장동),36,35.9697572,126.7316691
2293,제이엔케이(JNK),063-445-1195,54077,전라북도 군산시 백릉안1길 20 (경장동),36,35.9704482,126.7316404
2294,폭스관광호텔,063-443-4077,54077,전라북도 군산시 백릉안1길 8 (경장동),46,35.9695432,126.7324841
2295,마리호텔 경장점,063-443-3553,54077,전라북도 군산시 백릉안5길 58 (경장동),43,35.9704296,126.7321817
2296,탑 클라우드호텔 군산,063-452-4404,54095,전라북도 군산시 번영로 150-13 (경장동),59,35.9646333,126.7358252
2297,호텔 엘타워,063-463-0870,54141,전라북도 군산시 부곡1길 52 (나운동),40,35.9591397,126.6894766
2298,지오호텔,063-451-5504,54141,전라북도 군산시 부곡3길 12 (나운동),40,35.9613649,126.6894951
2299,호텔 봄,063-468-0707,54141,전라북도 군산시 부곡3길 6 (나운동),40,35.961598,126.6890456
2300,호텔 알,063-462-4613,54141,전라북도 군산시 부곡4길 18-2 (나운동),36,35.9620965,126.6907922
2301,호텔 1945,063-464-5201,54141,전라북도 군산시 부곡4길 22-5 (나운동),35,35.9626864,126.6901794
2302,첼로,063-464-2606,54141,전라북도 군산시 부곡5길 10-4 (나운동),35,35.9628525,126.6902875
2303,더브릿지호텔,063-468-2127,54141,전라북도 군산시 부원로 24 (나운동),42,35.9613653,126.6891958
2304,호텔아리울,063-465-7090,54003,전라북도 군산시 비응남1길 11 (비응도동),32,35.9375016,126.526442
2305,호텔 위더스,063-464-5531,54003,전라북도 군산시 비응남1길 13 (비응도동),33,35.9376555,126.5265777
2306,호텔비앙,063-461-8686,54003,전라북도 군산시 비응남1길 15 (비응도동),34,35.9378102,126.5266978
2307,호텔 비타민,063-463-5858,54003,전라북도 군산시 비응남1길 21 (비응도동),34,35.938287,126.5270658
2308,라비치호텔,063-442-2700,54003,전라북도 군산시 비응남로 36 (비응도동),34,35.93828,126.5266481
2309,섬 호텔,063-464-1200,54003,전라북도 군산시 비응남로 38 (비응도동),35,35.9384438,126.5267769
2310,라온하제호텔,063-462-5737,54003,전라북도 군산시 비응안1길 6 (비응도동),30,35.9417456,126.5312362
2311,호텔 몽,063-464-2288,54003,전라북도 군산시 비응안2길 12 (비응도동),28,35.9415309,126.5323241
2312,조원관광진흥(주)군산호텔,063-469-1242,54004,전라북도 군산시 새만금북로 435 (오식도동),181,35.9454065,126.5834204
2313,군산리버힐 관광호텔,063-453-0005,54045,전라북도 군산시 성산면 철새로 56,147,36.0150675,126.7624049
2314,더시티호텔,063-466-6627,54012,전라북도 군산시 소룡1길 49 (소룡동),47,35.972838,126.6761328
2315,호텔 아크로,063-464-8000,54012,전라북도 군산시 소룡1길 53 (소룡동),35,35.9731769,126.6763777
2316,더그루브군산호텔,063-464-0505,54012,전라북도 군산시 소룡1길 55 (소룡동),48,35.9732582,126.6766413
2317,차칸호텔,063-464-6205,54012,전라북도 군산시 소룡1길 58 (소룡동),43,35.9730882,126.6770854
2318,호텔박스,063-466-1556,54012,전라북도 군산시 소룡2길 43 (소룡동),36,35.9722927,126.6765344
2319,웨스턴호텔,063-471-0715,54168,전라북도 군산시 옥서면 선연길 17,33,35.9279598,126.6187921
2320,호텔 MH,063-445-6141,54026,전라북도 군산시 장미2길 10 (장미동),51,35.9878632,126.7173392
2321,파라다이스호텔,063-452-3388,54078,전라북도 군산시 조촌1길 21 (경장동),30,35.9691474,126.7338375
2322,호텔세인트,063-451-8600,54076,전라북도 군산시 진포로 136-2 (경장동),40,35.9749456,126.7330588
2323,리츠프라자관광호텔,063-468-4681,54146,전라북도 군산시 한밭안길 30 (나운동),58,35.9582872,126.6927983
2324,에이본호텔군산,063-730-8000,54037,전라북도 군산시 해망로 10 (경장동),136,35.9708011,126.7304196
2325,샵모텔,063-548-5900,54389,전라북도 김제시 동서1길 42 (옥산동),46,35.7985286,126.8813794
2326,호텔춘향,063-634-0004,55795,전라북도 남원시 소리길 114 (어현동),51,35.4057696,127.3888989
2327,리버호텔,063-626-1021,55795,전라북도 남원시 소리길 120 (어현동),51,35.4060445,127.3892491
2328,산리지 호텔,063-631-9999,55795,전라북도 남원시 소리길 124 (신촌동),43,35.4065683,127.3899884
2329,주식회사 오헤브데이 호텔,063-636-8000,55717,전라북도 남원시 운봉읍 바래봉길 193,77,35.4354474,127.5411184
2330,지리산구룡호텔,063-631-6300,55714,전라북도 남원시 인월면 천왕봉로 143,54,35.4532261,127.6096382
2331,(주)교원프라퍼티 스위트호텔 남원,063-630-7100,55802,전라북도 남원시 주천면 원천로 217,59,35.4080709,127.4145855
2332,남원호텔,063-626-8551,55802,전라북도 남원시 주천면 정령치로 122-11,35,35.3903692,127.4494084
2333,윈호텔,063-625-1801,55736,전라북도 남원시 충정로 220-4 (도통동),38,35.4226045,127.3936776
2334,가족호텔 백합동,063-322-9000,55556,전라북도 무주군 설천면 만선로 185,64,35.8893667,127.7389493
2335,가족호텔 해바라기동,063-322-9000,55556,전라북도 무주군 설천면 만선로 185,64,35.8893667,127.7389493
2336,가족호텔 코스모스동,063-322-9000,55556,전라북도 무주군 설천면 만선로 185,64,35.8893667,127.7389493
2337,가족호텔 들국화동,063-322-9000,55556,전라북도 무주군 설천면 만선로 185,158,35.8893667,127.7389493
2338,호텔티롤,063-322-9000,55556,전라북도 무주군 설천면 만선로 185,118,35.8893667,127.7389493
2339,가족호텔 민들레동,063-322-9000,55556,전라북도 무주군 설천면 만선로 185,74,35.8893667,127.7389493
2340,가족호텔 두솔동,063-322-9000,55556,전라북도 무주군 설천면 만선로 185,86,35.8893667,127.7389493
2341,가족호텔 한솔동,063-322-9000,55556,전라북도 무주군 설천면 만선로 185,85,35.8893667,127.7389493
2342,가족호텔 금님동,063-322-9000,55556,전라북도 무주군 설천면 만선로 185,40,35.8893667,127.7389493
2343,가족호텔 개나리동,063-322-9000,55556,전라북도 무주군 설천면 만선로 185,64,35.8893667,127.7389493
2344,가족호텔 진달래동,063-322-9000,55556,전라북도 무주군 설천면 만선로 185,64,35.8893667,127.7389493
2345,가족호텔 세솔동,063-322-9000,55556,전라북도 무주군 설천면 만선로 185,85,35.8893667,127.7389493
2346,가족호텔 네솔동,063-320-9000,55556,전라북도 무주군 설천면 만선로 185,86,35.8893667,127.7389493
2347,가족호텔 은님동,063-322-9000,55556,전라북도 무주군 설천면 만선로 185,40,35.8893667,127.7389493
2348,국민호텔 햇님동,063-322-9000,55556,전라북도 무주군 설천면 만선로 185,418,35.8893667,127.7389493
2349,나봄리조트,063-322-6400,55557,전라북도 무주군 설천면 월곡길 45,51,35.8973108,127.7717114
2350,바다호텔,063-580-5500,56337,전라북도 부안군 변산면 채석강길 38,52,35.627559,126.4711441
2351,그랜드호텔,063-291-0456,55342,전라북도 완주군 삼례읍 동학로 36-12,45,35.9109115,127.0749345
2352,힐링드라이브인무인호텔,063-287-6001,55360,전라북도 완주군 상관면 춘향로 4433-6,20,35.7466201,127.2199989
2353,명품 무인 호텔,063-246-3399,55346,전라북도 완주군 소양면 상관소양로 1100-11,29,35.8304813,127.2666848
2354,대둔산 호텔,063-263-1260,55300,전라북도 완주군 운주면 대둔산공원길 45,64,36.1162324,127.3309651
2355,호텔원,063-225-9333,55365,전라북도 완주군 이서면 오공로 21-13 456층,30,35.832934,127.056151
2356,더클래식호텔,063-226-3211,55365,전라북도 완주군 이서면 오공로 21-19,56,35.832934,127.056151
2357,유한회사 이둔호텔,063-237-4563,55365,전라북도 완주군 이서면 오공로 21-25 23456층,50,35.832934,127.056151
2358,거기 무인텔,063-226-6886,55367,전라북도 완주군 이서면 콩쥐팥쥐로 984-31 1동,19,35.8183742,127.0077646
2359,웨스턴라이프호텔(WESTERNLIFE HOTEL),063-720-3000,54630,전라북도 익산시 동서로 380 (영등동),155,35.9599771,126.9696794
2360,그랜드팰리스호텔익산,063-843-2200,54674,전라북도 익산시 목천로1길 9 (평화동),47,35.9303382,126.9447294
2361,탑클라우드 호텔 익산,063-853-7171,54675,전라북도 익산시 인북로 10 (인화동1가(134567층)),38,35.9335493,126.9494431
2362,장수온천호텔,063-353-5555,55658,전라북도 장수군 번암면 장수로 673-14,30,35.5377665,127.5237735
2363,목화호스텔,063-278-0901,54929,전라북도 전주시 덕진구 건산1길 7 (진북동),15,35.8309723,127.1417914
2364,메이드호텔,063-244-7474,55015,전라북도 전주시 덕진구 산정2길 12-8 (산정동),30,35.8373042,127.1697949
2365,호텔토랑,063-245-4848,55015,전라북도 전주시 덕진구 산정2길 23 (산정동),30,35.8382379,127.1683495
2366,에이치에비뉴,063-244-5585,55015,전라북도 전주시 덕진구 산정2길 6-4 (산정동외 1필지(874-3)),32,35.8370453,127.1701463
2367,더그레이호텔,063-274-0002,55149,전라북도 전주시 덕진구 세병서로 18-6 (송천동2가),42,35.8716081,127.1411043
2368,에코스테이,063-271-2900,55149,전라북도 전주시 덕진구 세병서로 8-27 (송천동2가),45,35.8725005,127.1393694
2369,라임호텔,063-241-8300,55023,전라북도 전주시 덕진구 아중4길 13-3 (우아동2가),35,35.8301453,127.1739989
2370,야호텔,063-242-0375,55023,전라북도 전주시 덕진구 아중4길 14 (우아동2가),33,35.8305851,127.173867
2371,궁호텔,063-255-3311,54933,전라북도 전주시 덕진구 용산1길 17-4 (금암동),30,35.8350114,127.1314188
2372,베스트인시티호텔,063-276-5858,54933,전라북도 전주시 덕진구 용산3길 33 (금암동),46,35.8353805,127.134235
2373,칼튼힐,063-277-8585,54933,전라북도 전주시 덕진구 용산3길 35 (금암동),40,35.8358873,127.1329459
2374,화이트관광호텔,063-271-7953,54932,전라북도 전주시 덕진구 전주천동로 501 (금암동),35,35.8371434,127.1309838
2375,째즈어라운드호텔,063-241-1075,55023,전라북도 전주시 덕진구 정언신로 182 (우아동2가),35,35.8314241,127.1733238
2376,써미트스테이,063-244-6400,55023,전라북도 전주시 덕진구 정언신로 186 (우아동2가),70,35.8317422,127.1737145
2377,한빛호텔,063-231-5300,55036,전라북도 전주시 완산구 기린대로 102 1층~7층 (남노송동),33,35.8191808,127.1595525
2378,주식회사라한호텔전주,063-232-7000,55041,전라북도 전주시 완산구 기린대로 85 1층일부2-9층 (풍남동3가),195,35.8170099,127.1540822
2379,늘품호텔,063-284-8688,55036,전라북도 전주시 완산구 기린대로 90 늘품호텔 1-4층 (풍남동3가),20,35.8172056,127.1550053
2380,(주)전주코아호텔,063-285-1100,54995,전라북도 전주시 완산구 노송광장로 51 (서노송동),111,35.8253604,127.1454044
2381,그랜드힐스턴호텔,063-287-1700,54956,전라북도 전주시 완산구 온고을로 211 그랜드힐스턴컨벤션 1층일부6층~10층 (효자동3가),100,35.8383241,127.1004982
2382,전주한옥태조궁호텔,063-287-6400,55043,전라북도 전주시 완산구 전라감영로 40 (중앙동4가),30,35.8151279,127.1435078
2383,(주)전주영화호텔,063-230-5000,54999,전라북도 전주시 완산구 전주객사2길 28-27 (고사동),71,35.8185188,127.1413876
2384,로니관광호텔,063-281-1000,54999,전라북도 전주시 완산구 전주객사4길 74-50 (고사동),81,35.820802,127.1443245
2385,호텔한성,063-288-0014,54999,전라북도 전주시 완산구 전주객사5길 43-3 (고사동),40,35.8198384,127.1448151
2386,전주관광호텔,063-908-8080,54999,전라북도 전주시 완산구 전주객사5길 44-5 (고사동),46,35.8204033,127.1454199
2387,호텔야자,063-282-7311,54999,전라북도 전주시 완산구 전주객사5길 64-4 (고사동.13),34,35.8209009,127.1452973
2388,전주호텔다빈,063-229-8000,55039,전라북도 전주시 완산구 팔달로 160 2F3F4F 234층 (경원동1가),64,35.8178069,127.1473484
2389,라마다전주호텔,063-711-9000,54999,전라북도 전주시 완산구 팔달로 227 (고사동 라마다전주호텔(3층~15층)),326,35.8222337,127.1445105
2390,어라이브전주호텔시화연풍,063-285-8182,55043,전라북도 전주시 완산구 풍남문3길 9-5 (전동),24,35.8138937,127.1467567
2391,한옥호텔궁,063-283-8535,55043,전라북도 전주시 완산구 풍남문4길 25-19 (중앙동4가),28,35.8144195,127.1446519
2392,산책한옥호텔,063-236-4005,54985,전라북도 전주시 완산구 한두평3길 5 (중화산동2가),36,35.8148806,127.1235878
2393,데이나이스 호텔,063-231-8855,54969,전라북도 전주시 완산구 홍산북로 46 (효자동3가),28,35.8170494,127.1074408
2394,스테이모텔,063-221-9941,54969,전라북도 전주시 완산구 홍산북로 60-8 (효자동3가),36,35.8170418,127.1083605
2395,호텔메세지,063-222-2599,54969,전라북도 전주시 완산구 홍산북로 72 (효자동3가),36,35.8175569,127.1068418
2396,호텔모아,063-221-9501,54969,전라북도 전주시 완산구 홍산북로 80 (효자동3가),36,35.8175569,127.1068418
2397,호텔아이,063-237-5591,54969,전라북도 전주시 완산구 홍산북로 84 (효자동3가),48,35.8167145,127.1108994
2398,호텔오스카,063-255-5540,54969,전라북도 전주시 완산구 홍산북로 84-6 (효자동3가),36,35.8349447,127.0883377
2399,금오호텔,063-532-8881,56163,전라북도 정읍시 중앙3길 11 (수성동),37,35.5674214,126.8544987
2400,호텔로얄,063-538-0500,56164,전라북도 정읍시 중앙로 170 호텔로얄 (시기동),21,35.5645464,126.8566079
2401,위(WE)호텔,064-730-1200,63551,제주특별자치도 서귀포시 1100로 453-95 (회수동),86,33.2639372,126.4437238
2402,비울채울,070-8900-3000,63599,제주특별자치도 서귀포시 검은여로130번길 73 (보목동),20,33.2493403,126.5895826
2403,휴호스텔,064-738-6010,63541,제주특별자치도 서귀포시 구산봉로21번길 62 (하원동),20,33.2538767,126.453503
2404,호텔빠레브,064-735-8899,63566,제주특별자치도 서귀포시 김정문화로 15 (강정동 외2필지),204,33.2511409,126.5095568
2405,밸류호텔 월드와이드 서귀포제이에스,064-802-3000,63566,제주특별자치도 서귀포시 김정문화로 51 (법환동),38,33.2511409,126.5095568
2406,호텔캘리포니아,064-738-9902,63566,제주특별자치도 서귀포시 김정문화로27번길 14-4 (강정동),53,33.2534005,126.5077541
2407,호텔랑주,064-739-0012,63566,제주특별자치도 서귀포시 김정문화로27번길 23-3 (강정동),31,33.2539331,126.5082261
2408,스위트메이서귀포호텔,064-729-8000,63566,제주특별자치도 서귀포시 김정문화로27번길 9-1 (강정동),140,33.2524649,126.5072896
2409,비스타케이호텔 월드컵,064-802-7000,63566,제주특별자치도 서귀포시 김정문화로41번길 10-6 (법환동),146,33.2523208,126.5098556
2410,파크선샤인제주,064-766-1050,63594,제주특별자치도 서귀포시 남성중로 135 (서홍동),105,33.2542585,126.553507
2411,풍경호텔,064-733-3355,63594,제주특별자치도 서귀포시 남성중로 147 (서홍동),48,33.2542585,126.553507
2412,부영CC관광호텔,064-766-5700,63615,제주특별자치도 서귀포시 남원읍 남조로 960 (외 5필지),74,33.3591578,126.7118978
2413,코업시티호텔하버뷰,064-731-9988,63611,제주특별자치도 서귀포시 남원읍 태위로 108,306,33.274626,126.6589942
2414,제주와일드,064-738-5584,63538,제주특별자치도 서귀포시 논짓물로 28 (하예동),21,33.2399325,126.3855927
2415,그랜드메르호텔 제주,064-801-7000,63538,제주특별자치도 서귀포시 논짓물로 45 (하예동),97,33.2399325,126.3855927
2416,펜션연리,064-739-2564,63538,제주특별자치도 서귀포시 논짓물로 50 (하예동),20,33.2399325,126.3855927
2417,제이앤클로이,064-794-3350,63501,제주특별자치도 서귀포시 대정읍 무릉중앙로 203,20,33.2694453,126.1994878
2418,호텔52,064-794-1831,63506,제주특별자치도 서귀포시 대정읍 신영로36번길 35,20,33.2203802,126.2480036
2419,불란지호스텔,064-794-2522,63507,제주특별자치도 서귀포시 대정읍 하모중앙로 46-6,20,33.2245387,126.2518322
2420,송악리조트,064-794-6307,63512,제주특별자치도 서귀포시 대정읍 형제해안로 260,30,33.2118052,126.291623
2421,파밀리아,064-738-2599,63544,제주특별자치도 서귀포시 대포동서로 63-20 (대포동),20,33.241952,126.43797
2422,돈내코리조트,064-762-8400,63582,제주특별자치도 서귀포시 돈내코로 180 (상효동),20,33.3053883,126.5774568
2423,호텔 케니 서귀포,064-760-5000,63591,제주특별자치도 서귀포시 동문로 42 케니스토리인 (서귀동),324,33.2506274,126.5647149
2424,호텔골든데이지,064-802-7700,63590,제주특별자치도 서귀포시 동홍로 7 (서귀동),281,33.2492258,126.567572
2425,호텔섬오름,064-800-7200,63573,제주특별자치도 서귀포시 막숙포로 114 (법환동),53,33.2359288,126.513206
2426,더그랜드섬오름,064-800-7400,63573,제주특별자치도 서귀포시 막숙포로 118 (법환동),79,33.2359288,126.513206
2427,더퍼스트70호텔,064-766-0000,63595,제주특별자치도 서귀포시 명동로 46 (서귀동),211,33.2475894,126.5668712
2428,더베이리조트,064-732-8500,63599,제주특별자치도 서귀포시 문필로35번길 46 (보목동),23,33.2407806,126.5956557
2429,더 세리 호스텔,064-739-9966,63572,제주특별자치도 서귀포시 법환상로2번길 97-17 (법환동 외1필지),30,33.2468934,126.5119875
2430,에이비디씨리츠서귀포파인힐호텔지점,064-762-5987,63596,제주특별자치도 서귀포시 부두로 44 (서귀동),57,33.241328,126.5644681
2431,호텔더본제주,064-766-8988,63534,제주특별자치도 서귀포시 색달로 18 (색달동),139,33.261742,126.412222
2432,신신호텔 천지연,064-735-9000,63593,제주특별자치도 서귀포시 서문로 42-1 (서귀동),254,33.2495146,126.5576159
2433,호텔가온제이스테이,064-749-2008,63592,제주특별자치도 서귀포시 서문로41번길 23 (서귀동),40,33.2493396,126.5604098
2434,브라운스위트제주호텔앤리조트,064-786-6200,63639,제주특별자치도 서귀포시 성산읍 고성오조로 94,181,33.4520047,126.9143227
2435,제주휴리조트 Ⅰ,064-782-1166,63633,제주특별자치도 서귀포시 성산읍 난고로 228,20,33.4200962,126.8870067
2436,제주휴리조트 Ⅱ,064-782-1166,63633,제주특별자치도 서귀포시 성산읍 난고로 230,20,33.4206697,126.8940388
2437,플레이스,064-766-3041,63640,제주특별자치도 서귀포시 성산읍 동류암로 20,235,33.4491938,126.9165127
2438,더베스트제주성산호텔,064-784-0550,63640,제주특별자치도 서귀포시 성산읍 동류암로 26,273,33.4491938,126.9165127
2439,제주애견동반숙소고투베드리조트,064-783-9355,63631,제주특별자치도 서귀포시 성산읍 서성일로 660,24,33.4268965,126.8647243
2440,엔파제주호텔,064-783-1000,63631,제주특별자치도 서귀포시 성산읍 서성일로 726-11,31,33.4277138,126.8614156
2441,제주티라호텔,064-786-5353,63641,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 41 1~4층,30,33.4493736,126.9207077
2442,성산비치호텔,064-784-1000,63643,제주특별자치도 서귀포시 성산읍 성산등용로 13,28,33.4649183,126.9328551
2443,코업시티호텔성산,064-780-9800,63643,제주특별자치도 서귀포시 성산읍 성산등용로 28,185,33.4674924,126.9320111
2444,호텔아로하,064-782-3100,63643,제주특별자치도 서귀포시 성산읍 성산등용로 40,34,33.4663822,126.9310406
2445,성산썬라이즈호텔,064-738-9780,63643,제주특별자치도 서귀포시 성산읍 성산등용로17번길 35,47,33.4639332,126.9321208
2446,헤라호텔,064-782-2500,63643,제주특별자치도 서귀포시 성산읍 성산등용로17번길 5,38,33.4646996,126.9325888
2447,펠리스타운,064-782-4003,63638,제주특별자치도 서귀포시 성산읍 시흥하동로50번길 23,20,33.474464,126.9080372
2448,제주스테이,064-783-8877,63641,제주특별자치도 서귀포시 성산읍 신고로 11,86,33.4404976,126.9157525
2449,성산아쿠아비치호텔,064-780-3000,63640,제주특별자치도 서귀포시 성산읍 일주동로 4258,61,33.4483373,126.9119979
2450,메모리아리조트,064-711-6767,63634,제주특별자치도 서귀포시 성산읍 일주동로 5199-3,17,33.3737817,126.8727479
2451,블루마운틴,064-731-8888,63643,제주특별자치도 서귀포시 성산읍 일출로 297,38,33.4637856,126.9343976
2452,골든튤립제주성산호텔,064-744-7500,63640,제주특별자치도 서귀포시 성산읍 일출로 31,222,33.4479486,126.9162124
2453,오션스퀘어,064-717-7300,63633,제주특별자치도 서귀포시 성산읍 환해장성로 667,25,33.4121987,126.9047711
2454,아이리스호스텔,064-763-5400,63596,제주특별자치도 서귀포시 솔동산로 16-1 (서귀동),20,33.24222,126.5677056
2455,천지연호텔,064-762-1002,63596,제주특별자치도 서귀포시 솔동산로 40 (서귀동),20,33.2428644,126.563645
2456,호텔와이키키,064-733-4701,63596,제주특별자치도 서귀포시 솔동산로22번길 21 (서귀동),40,33.2442838,126.5620839
2457,소금막호스텔,064-767-0883,63600,제주특별자치도 서귀포시 쇠소깍로 151-14 (하효동),20,33.2503895,126.6205806
2458,더 스테이,064-738-9933,63566,제주특별자치도 서귀포시 신서로48번길 52-7 (법환동),20,33.2531585,126.5097338
2459,제주항공우주호텔,064-798-5500,63521,제주특별자치도 서귀포시 안덕면 녹차분재로 216,110,33.2923161,126.2996588
2460,호텔하루시다,064-713-2234,63528,제주특별자치도 서귀포시 안덕면 사계로114번길 130,12,33.2429832,126.3072495
2461,오션힐스테이,064-792-0102,63528,제주특별자치도 서귀포시 안덕면 사계북로 208,20,33.2355381,126.2966466
2462,제주신화월드호텔앤리조트,064-908-3324,63522,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,1326,33.3066927,126.3380858
2463,담모라호텔,064-792-6678,63528,제주특별자치도 서귀포시 안덕면 일주서로 1975-19 (외1필지 일주서로 1975-15외1필지),32,33.2562006,126.3351463
2464,머큐어앰배서더제주,064-793-1000,63526,제주특별자치도 서귀포시 안덕면 한창로 365,72,33.2890716,126.3514959
2465,와이리조트 제주,064-794-7007,63530,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 75,32,33.241649,126.3336643
2466,호텔스카브로,064-738-1007,63538,제주특별자치도 서귀포시 예래해안로 15 (하예동 외1필지),41,33.2456107,126.3904604
2467,부띠끄스테이스놉,064-738-3655,63538,제주특별자치도 서귀포시 예래해안로 17 (하예동),20,33.2449866,126.390165
2468,히든클리프호텔&네이쳐,064-752-7777,63536,제주특별자치도 서귀포시 예래해안로 542 (상예동),250,33.2534748,126.3998611
